uf,municipio,codigo_tse,eleitores_2026,bolsonaro_1t,bolsonaro_2t,lula_1t,lula_2t,ciro_tebet_1t,ganho_bolsonaro,ganho_lula,ganho_liquido_direita,bolsonaro_2t_pct
RS,PORTO LUCENA,88030,3887,1435,1681,1452,1472,240,246,20,226,53.314
MG,DELTA,42021,7486,1731,1976,3125,3213,197,245,88,157,38.081
PB,PILAR,21318,10768,1952,2197,5627,5645,322,245,18,227,28.016
RS,BARRACÃO,85359,4357,1500,1745,1638,1662,179,245,24,221,51.218
SE,CARMÓPOLIS,31291,12556,2767,3012,6101,6239,430,245,138,107,32.559
SP,UBARANA,61468,4504,1619,1864,1541,1553,169,245,12,233,54.551
BA,IPECAETÁ,35777,15052,1617,1861,8782,8848,379,244,66,178,17.378
MG,MATUTINA,48232,3391,1096,1340,1123,1162,128,244,39,205,53.557
MT,ARENÁPOLIS,90255,7896,3221,3465,2371,2413,303,244,42,202,58.949
RS,BOSSOROCA,85499,5127,1389,1633,2223,2229,271,244,6,238,42.284
RS,CIRÍACO,86070,3634,1556,1800,1258,1248,215,244,-10,254,59.055
RS,HUMAITÁ,86959,4026,1755,1999,1408,1421,217,244,13,231,58.45
SC,ÁGUAS DE CHAPECÓ,80098,4740,1575,1819,2019,2068,144,244,49,195,46.797
SE,CRISTINÁPOLIS,31330,14616,1780,2024,8111,8256,349,244,145,99,19.689
SE,FREI PAULO,31453,13565,3601,3845,6222,6322,397,244,100,144,37.818
SP,POLONI,68993,4513,1905,2149,1183,1235,205,244,52,192,63.505
BA,CABACEIRAS DO PARAGUAÇU,33960,14459,1240,1483,8433,8710,336,243,277,-34,14.549
BA,IBITITÁ,35637,15745,1828,2071,9885,10011,408,243,126,117,17.141
CE,IPAPORANGA,13340,10372,1214,1457,5991,6194,286,243,203,40,19.043
MG,CARVALHOS,42951,4001,1218,1461,1520,1647,224,243,127,116,47.008
MG,TUMIRITINGA,53899,5511,1430,1673,2109,2133,139,243,24,219,43.957
MS,DOIS IRMÃOS DO BURITI,91804,8600,1963,2206,3853,3779,361,243,-74,317,36.859
PA,BREVES,4359,77449,17819,18062,32399,30930,3300,243,-1469,1712,36.867
RS,HERVAL,86398,5229,960,1203,2552,2585,315,243,33,210,31.758
SP,QUADRA,62162,4032,1374,1617,1054,1118,254,243,64,179,59.122
CE,ITAIÇABA,14257,7260,1377,1619,3852,4029,464,242,177,65,28.665
GO,SANTA TEREZINHA DE GOIÁS,95893,8543,2408,2650,3086,3129,238,242,43,199,45.856
MG,CRISTIANO OTONI,44075,4443,1462,1704,1595,1764,245,242,169,73,49.135
PE,SÃO JOÃO,25631,18196,1630,1872,11311,11706,345,242,395,-153,13.787
SC,JOSÉ BOITEUX,80101,4546,1949,2191,1273,1331,149,242,58,184,62.209
BA,MARAÚ,37150,16541,2029,2270,7976,8128,412,241,152,89,21.831
BA,SERRA PRETA,39071,17326,1770,2011,10663,10674,405,241,11,230,15.853
MS,ANTÔNIO JOÃO,90174,7926,2730,2971,2648,2591,291,241,-57,298,53.416
PA,MUANÁ,4979,30523,4758,4999,15710,15680,1153,241,-30,271,24.174
RS,LINDOLFO COLLOR,86908,4685,1915,2156,1629,1613,179,241,-16,257,57.204
SP,EUCLIDES DA CUNHA PAULISTA,61000,6345,1468,1709,2905,3017,237,241,112,129,36.162
SP,GUATAPARÁ,61107,5781,1748,1989,2245,2342,262,241,97,144,45.925
SP,ORINDIÚVA,67857,5005,1735,1976,1762,1833,235,241,71,170,51.877
AL,IGREJA NOVA,27634,17757,2704,2944,9392,9594,660,240,202,38,23.481
BA,ACAJUTIBA,33057,12039,1548,1788,6794,6812,323,240,18,222,20.791
CE,CARIDADE,13595,17518,2180,2420,10777,10675,620,240,-102,342,18.48
MA,SANTA QUITÉRIA DO MARANHÃO,8990,21213,2410,2650,12154,12742,492,240,588,-348,17.217
PE,TACAIMBÓ,25933,11018,1531,1771,5985,6024,331,240,39,201,22.72
PR,IBEMA,74020,5101,1711,1951,1908,1932,204,240,24,216,50.245
PR,PRANCHITA,79910,4647,2074,2314,1533,1552,161,240,19,221,59.855
RS,NOVA ESPERANÇA DO SUL,85120,4349,1544,1784,1493,1558,283,240,65,175,53.381
RS,SÃO MIGUEL DAS MISSÕES,85480,5917,1986,2226,2488,2458,225,240,-30,270,47.523
BA,HELIÓPOLIS,30970,12781,914,1153,7650,7931,470,239,281,-42,12.693
GO,DAMOLÂNDIA,93378,3642,1171,1410,1242,1276,249,239,34,205,52.494
MA,SENADOR LA ROCQUE,8508,12285,2594,2833,6148,6327,321,239,179,60,30.928
MG,ICARAÍ DE MINAS,40240,8843,1505,1744,4313,4406,202,239,93,146,28.358
PE,VENTUROSA,26190,14828,1658,1897,8615,8908,377,239,293,-54,17.557
SC,NOVA ERECHIM,82236,4041,1744,1983,1269,1314,183,239,45,194,60.146
SP,NATIVIDADE DA SERRA,67474,5682,2206,2445,1535,1673,296,239,138,101,59.373
CE,ARARIPE,13250,17527,866,1104,11229,11860,653,238,631,-393,8.516
MG,RESSAQUINHA,50873,4441,1036,1274,2047,2196,295,238,149,89,36.715
PA,SENADOR JOSÉ PORFÍRIO,5550,14929,4068,4306,4881,4734,432,238,-147,385,47.633
PB,MASSARANDUBA,20850,12169,2216,2454,6241,6480,464,238,239,-1,27.468
PE,AMARAJI,23175,17398,3711,3949,8525,8717,438,238,192,46,31.178
PI,SANTO ANTÔNIO DE LISBOA,11878,6432,793,1031,3698,3617,195,238,-81,319,22.182
PR,LUIZIANA,75809,5953,1958,2196,2219,2263,204,238,44,194,49.249
MG,NOVA PORTEIRINHA,41165,6108,1431,1668,2870,3023,186,237,153,84,35.557
MG,PONTO DOS VOLANTES,40584,9455,1592,1829,4059,4355,278,237,296,-59,29.576
MG,SÃO JOÃO DAS MISSÕES,41602,9989,1441,1678,5008,5239,148,237,231,6,24.259
PR,BOA VENTURA DE SÃO ROQUE,75140,5085,1357,1594,2437,2471,239,237,34,203,39.213
RN,SERRA NEGRA DO NORTE,18651,6299,1343,1580,3358,3373,200,237,15,222,31.9
SC,IPIRA,81493,3864,1632,1869,1211,1294,213,237,83,154,59.089
TO,LAGOA DA CONFUSÃO,73385,10234,3071,3308,3345,3267,239,237,-78,315,50.312
CE,CHAVAL,13773,11025,1147,1383,6493,6787,467,236,294,-58,16.928
CE,IBARETAMA,14060,13543,1615,1851,7809,7718,583,236,-91,327,19.344
MG,FREI INOCÊNCIO,45373,6801,1796,2032,2694,2846,217,236,152,84,41.656
MG,IBITIÚRA DE MINAS,45977,3713,1649,1885,711,747,109,236,36,200,71.619
MS,INOCÊNCIA,90875,7259,2293,2529,1794,1809,334,236,15,221,58.299
RN,BREJINHO,16357,10116,2068,2304,5065,5517,408,236,452,-216,29.459
RO,MINISTRO ANDREAZZA,604,6142,2737,2973,1536,1569,207,236,33,203,65.456
RS,ESTRELA VELHA,88404,2964,1094,1330,1038,1048,221,236,10,226,55.929
SC,ERVAL VELHO,81019,3848,2075,2311,874,936,221,236,62,174,71.173
SP,JAMBEIRO,65994,5002,2075,2311,1341,1459,322,236,118,118,61.3
AC,EPITACIOLÂNDIA,1112,14604,6494,6729,2592,2464,519,235,-128,363,73.197
MG,CHALÉ,43192,5284,1764,1999,2133,2224,104,235,91,144,47.336
MG,SÃO PEDRO DA UNIÃO,52779,4329,1595,1830,1319,1434,177,235,115,120,56.066
PE,TRIUNFO,26131,12233,1163,1398,7475,7552,326,235,77,158,15.62
PR,KALORÉ,76554,4007,1596,1831,1279,1320,181,235,41,194,58.109
SC,ARROIO TRINTA,80314,3133,1755,1990,626,637,182,235,11,224,75.752
SC,ÁGUA DOCE,80071,5471,2887,3122,1249,1306,140,235,57,178,70.506
SP,GÁLIA,64335,4633,1609,1844,1838,1892,209,235,54,181,49.358
BA,NOVA CANAÃ,37559,12429,1598,1832,6842,7188,317,234,346,-112,20.31
ES,ALTO RIO NOVO,56065,6555,1754,1988,2371,2412,259,234,41,193,45.182
PR,RENASCENÇA,78093,5354,1908,2142,2156,2178,181,234,22,212,49.583
PR,SALTO DO ITARARÉ,78352,4629,1340,1574,1708,1748,196,234,40,194,47.381
RJ,SÃO JOSÉ DE UBÁ,58343,7651,3289,3523,2074,2277,312,234,203,31,60.741
RN,PEDRO VELHO,17957,11938,2066,2300,6490,6797,413,234,307,-73,25.283
RS,NOVA ARAÇÁ,87599,4143,2318,2552,692,711,157,234,19,215,78.21
RS,REDENTORA,88110,6779,1614,1848,3128,3061,304,234,-67,301,37.645
SE,SALGADO,32239,17903,2613,2847,9918,10339,612,234,421,-187,21.591
AM,RIO PRETO DA EVA,98434,23328,5848,6081,7313,6752,772,233,-561,794,47.386
MG,DIVINO DAS LARANJEIRAS,44415,4719,1392,1625,1475,1552,128,233,77,156,51.149
MG,FRANCISCO BADARÓ,45292,7269,1023,1256,3024,3201,220,233,177,56,28.18
MG,VARGEM ALEGRE,40908,5443,1734,1967,2249,2321,82,233,72,161,45.872
MS,SETE QUEDAS,98132,7777,3136,3369,1967,1906,243,233,-61,294,63.867
PR,CONGONHINHAS,75175,6612,1829,2062,2867,2958,242,233,91,142,41.076
PR,INDIANÓPOLIS,79618,3803,1645,1878,1094,1131,180,233,37,196,62.413
RJ,COMENDADOR LEVY GASPARIAN,58165,8042,2442,2675,3686,3831,369,233,145,88,41.116
RN,BOM JESUS,16330,9089,2230,2463,4295,4458,261,233,163,70,35.587
RN,SÃO MIGUEL DO GOSTOSO,16063,9649,2047,2280,4568,4754,312,233,186,47,32.414
RS,SENTINELA DO SUL,87882,4238,1362,1595,1607,1613,242,233,6,227,49.719
SC,CAXAMBU DO SUL,80799,4388,1572,1805,1842,1879,177,233,37,196,48.996
CE,NOVA OLINDA,14850,12823,1428,1660,7725,8120,490,232,395,-163,16.973
MG,BOM JESUS DA PENHA,41513,3672,1457,1689,974,1067,197,232,93,139,61.284
MG,DIVISÓPOLIS,40142,7103,1387,1619,3141,3405,172,232,264,-32,32.225
MG,PAINEIRAS,49271,3926,1057,1289,1826,1908,220,232,82,150,40.319
MG,VARGEM GRANDE DO RIO PARDO,42480,4252,1363,1595,1401,1469,195,232,68,164,52.056
PR,SÃO CARLOS DO IVAÍ,78670,5081,2401,2633,1633,1669,135,232,36,196,61.204
RO,SÃO FELIPE D OESTE,710,0,2061,2293,1017,1075,234,232,58,174,68.082
RS,CAMPOS BORGES,85200,3190,1129,1361,997,1163,336,232,166,66,53.922
RS,TUCUNDUVA,89451,4762,2469,2701,1242,1240,213,232,-2,234,68.536
SC,PINHEIRO PRETO,82554,3015,1289,1521,828,850,156,232,22,210,64.15
SP,ARANDU,61611,5541,2291,2523,1689,1742,211,232,53,179,59.156
BA,BARRO ALTO,30759,11548,1268,1499,6585,6957,408,231,372,-141,17.727
BA,ITAETÉ,36013,11376,2032,2263,5509,5576,154,231,67,164,28.868
BA,SÍTIO DO MATO,39144,11289,1663,1894,6112,6103,253,231,-9,240,23.684
MG,UBAÍ,53996,9826,1311,1542,4838,4987,259,231,149,82,23.618
MT,CAMPOS DE JÚLIO,90743,6797,2602,2833,1103,1059,102,231,-44,275,72.79
MT,JURUENA,90581,7699,3019,3250,1240,1269,149,231,29,202,71.919
SC,PARAÍSO,80705,3615,1255,1486,1402,1477,192,231,75,156,50.152
AL,TAQUARANA,28819,15546,1948,2178,7510,7751,500,230,241,-11,21.936
BA,ADUSTINA,33065,12431,1332,1562,7373,7694,393,230,321,-91,16.876
BA,SÃO MIGUEL DAS MATAS,38873,9048,1444,1674,5649,5681,200,230,32,198,22.76
GO,GOIANDIRA,93696,4576,1313,1543,1824,1944,234,230,120,110,44.25
GO,SIMOLÂNDIA,92720,5583,1475,1705,2303,2354,248,230,51,179,42.005
MA,PASSAGEM FRANCA,8575,14710,1680,1910,7711,8295,329,230,584,-354,18.716
MG,CAPELA NOVA,42439,4753,979,1209,2094,2307,229,230,213,17,34.386
MG,DIVINOLÂNDIA DE MINAS,44431,6383,1372,1602,2310,2480,174,230,170,60,39.245
PA,CACHOEIRA DO ARARI,4391,19043,2520,2750,10686,10657,813,230,-29,259,20.512
PE,CACHOEIRINHA,23612,16110,2681,2911,8966,9123,433,230,157,73,24.19
PR,PÉROLA D OESTE,77593,0,2339,2569,1768,1821,137,230,53,177,58.519
RN,UPANEMA,18899,12318,3273,3503,5631,5863,498,230,232,-2,37.401
SC,ABDON BATISTA,80225,2685,1127,1357,725,774,202,230,49,181,63.679
SC,BRAÇO DO TROMBUDO,80420,3312,1980,2210,509,510,145,230,1,229,81.25
SP,ALAMBARI,61581,5149,2282,2512,1225,1307,236,230,82,148,65.776
GO,CROMÍNIA,93319,3978,1428,1657,1268,1328,237,229,60,169,55.511
MG,DESTERRO DO MELO,44296,4233,1066,1295,1496,1603,230,229,107,122,44.686
MG,SÃO VICENTE DE MINAS,53058,5708,1708,1937,2181,2360,253,229,179,50,45.078
PE,CASINHAS,23221,12103,1361,1590,6951,7130,238,229,179,50,18.234
SC,ANCHIETA,80152,4999,2053,2282,1815,1861,165,229,46,183,55.081
PR,SÃO PEDRO DO IGUAÇU,74861,5031,2080,2308,1612,1674,140,228,62,166,57.961
RS,DOIS LAJEADOS,84824,3125,1679,1907,563,581,177,228,18,210,76.648
SP,QUINTANA,69418,5220,2273,2501,1596,1618,181,228,22,206,60.719
MA,BARÃO DE GRAJAÚ,7293,16169,1162,1389,9254,9851,459,227,597,-370,12.358
MG,CAREAÇU,42714,5373,1869,2096,1711,1798,243,227,87,140,53.826
PE,RIO FORMOSO,25372,16963,3174,3401,8562,8623,373,227,61,166,28.285
PI,BAIXA GRANDE DO RIBEIRO,10049,11464,2210,2437,5675,5723,290,227,48,179,29.865
PR,CAFEZAL DO SUL,74209,4166,1759,1986,1234,1222,170,227,-12,239,61.908
RS,NOVA ROMA DO SUL,84751,3187,1814,2041,567,588,153,227,21,206,77.634
CE,MADALENA,13021,14791,1583,1809,8908,9073,573,226,165,61,16.624
MA,CAMPESTRE DO MARANHÃO,7382,9969,2023,2249,4984,4994,253,226,10,216,31.051
RJ,SÃO SEBASTIÃO DO ALTO,59056,7809,3025,3251,2690,2677,300,226,-13,239,54.841
RS,CACIQUE DOBLE,85634,3996,1772,1998,1306,1290,158,226,-16,242,60.766
RS,VILA NOVA DO SUL,88102,3762,990,1216,1593,1655,231,226,62,164,42.355
SC,IOMERÊ,81361,2898,1553,1779,534,544,167,226,10,216,76.582
SP,SABINO,69930,4357,1656,1882,1313,1340,135,226,27,199,58.411
BA,BONINAL,33790,10992,1943,2168,5537,5634,226,225,97,128,27.788
BA,CONCEIÇÃO DO ALMEIDA,34657,14255,1683,1908,9457,9761,280,225,304,-79,16.351
GO,TAQUARAL DE GOIÁS,96172,4457,1699,1924,1380,1465,263,225,85,140,56.772
GO,TURVÂNIA,96318,4593,2069,2294,1342,1362,202,225,20,205,62.746
MG,CACHOEIRA DA PRATA,41912,3477,1109,1334,1381,1439,223,225,58,167,48.107
MT,PONTAL DO ARAGUAIA,90700,5367,1962,2187,1546,1554,166,225,8,217,58.46
PR,BOM SUCESSO,74616,5322,1681,1906,2138,2249,257,225,111,114,45.872
PR,PORTO AMAZONAS,77810,3873,1643,1868,1027,1081,223,225,54,171,63.344
RS,TRÊS PALMEIRAS,86142,4083,1228,1453,1792,1765,147,225,-27,252,45.152
SC,VARGEM BONITA,80969,3968,1716,1941,1312,1373,184,225,61,164,58.57
SP,ARAMINA,61590,4523,1457,1682,1698,1760,193,225,62,163,48.867
BA,IRAQUARA,35890,19088,1287,1511,12688,13222,327,224,534,-310,10.256
MG,PINTÓPOLIS,41386,6552,918,1142,2932,3145,194,224,213,11,26.639
MG,SÃO JOÃO DO MANTENINHA,40746,5246,1636,1860,1822,1895,139,224,73,151,49.534
SP,RIVERSUL,69710,4560,1542,1766,1567,1637,227,224,70,154,51.895
BA,IBITIARA,35610,12133,1620,1843,6617,6782,303,223,165,58,21.368
BA,IGAPORÃ,35696,12303,1038,1261,8175,8560,290,223,385,-162,12.84
BA,OUROLÂNDIA,37680,14374,3688,3911,6429,6494,294,223,65,158,37.588
BA,SAUBARA,38946,13433,1689,1912,7339,7385,400,223,46,177,20.566
MG,IBERTIOGA,45870,4939,869,1092,2595,2794,190,223,199,24,28.101
MG,ITINGA,46795,11521,1445,1668,5667,5944,168,223,277,-54,21.913
MG,WENCESLAU BRAZ,54216,2702,942,1165,880,894,149,223,14,209,56.581
PR,SÃO JOSÉ DA BOA VISTA,78832,4753,2068,2291,1255,1331,182,223,76,147,63.252
RS,PUTINGA,88072,3825,2083,2306,613,647,186,223,34,189,78.09
SC,IRACEMINHA,80187,3721,1960,2183,859,874,192,223,15,208,71.41
SP,TARABAI,71790,5185,1679,1902,2154,2223,184,223,69,154,46.109
AL,ANADIA,27030,13119,1797,2019,6234,6166,485,222,-68,290,24.667
BA,CORONEL JOÃO SÁ,34835,15093,1783,2005,8511,8837,395,222,326,-104,18.493
MG,BARRA LONGA,41130,5514,942,1164,2971,3063,201,222,92,130,27.537
MG,LIBERDADE,47694,4284,956,1178,1953,2153,255,222,200,22,35.365
PE,ITAÍBA,24490,21208,1977,2199,11427,11629,412,222,202,20,15.903
RS,CAPIVARI DO SUL,88200,3718,1458,1680,1179,1183,260,222,4,218,58.68
BA,JAGUARIPE,36579,15430,1786,2007,8935,9077,441,221,142,79,18.107
BA,SAÚDE,38954,9185,1252,1473,4932,5024,245,221,92,129,22.672
CE,IBICUITINGA,15920,12537,2050,2271,7232,7301,397,221,69,152,23.725
MA,LIMA CAMPOS,8192,11213,2327,2548,5384,5599,284,221,215,6,31.275
MA,SANTA LUZIA DO PARUÁ,9652,17128,3264,3485,8930,9138,420,221,208,13,27.608
MG,PERIQUITO,40568,6328,1961,2182,2328,2447,133,221,119,102,47.138
PB,JUAZEIRINHO,20559,14086,2141,2362,7593,7688,389,221,95,126,23.502
PB,LUCENA,20737,12901,2885,3106,6128,6063,466,221,-65,286,33.875
PR,TUPÃSSI,79936,6264,3475,3696,1316,1379,190,221,63,158,72.828
RS,NOVA BOA VISTA,87203,2035,929,1150,521,562,211,221,41,180,67.173
RS,PARECI NOVO,87327,3448,1886,2107,649,680,217,221,31,190,75.601
RS,PASSA SETE,88889,3752,1286,1507,1524,1523,199,221,-1,222,49.736
SC,SALTO VELOSO,83038,3448,1762,1983,874,874,140,221,0,221,69.408
SP,CAMPINA DO MONTE ALEGRE,61506,4856,1991,2212,1386,1460,239,221,74,147,60.24
BA,PINDOBAÇU,37931,16228,3235,3455,8299,8354,431,220,55,165,29.257
MG,JOANÉSIA,47210,5122,1287,1507,1857,1979,178,220,122,98,43.23
RS,SÃO DOMINGOS DO SUL,84832,2605,1190,1410,741,790,160,220,49,171,64.091
SP,PIACATU,68551,4488,2020,2240,1300,1352,176,220,52,168,62.361
SP,TRÊS FRONTEIRAS,71994,5252,2000,2220,1393,1477,203,220,84,136,60.049
MA,CIDELÂNDIA,7480,10678,2161,2380,5774,5752,304,219,-22,241,29.267
MG,INDIANÓPOLIS,46132,5191,1537,1756,2042,2091,141,219,49,170,45.646
MT,NOVO HORIZONTE DO NORTE,98795,3323,1384,1603,713,767,137,219,54,165,67.637
PB,AROEIRAS,19259,16339,2131,2350,9398,9786,493,219,388,-169,19.364
PR,NOVA TEBAS,75760,6019,1392,1611,2864,2913,271,219,49,170,35.61
SP,CATIGUÁ,63258,5688,2726,2945,1425,1497,211,219,72,147,66.299
TO,TAGUATINGA,96156,11293,2549,2768,4829,5025,365,219,196,23,35.519
BA,CIPÓ,34576,15309,2849,3067,6813,6989,419,218,176,42,30.499
MA,FORTALEZA DOS NOGUEIRAS,7790,10582,2163,2381,5343,5516,278,218,173,45,30.151
MG,CAIANA,42013,4435,1193,1411,1780,1846,140,218,66,152,43.322
MT,ALTO PARAGUAI,90093,6206,1599,1817,2648,2647,225,218,-1,219,40.703
SC,BANDEIRANTE,81582,2975,1031,1249,1120,1122,139,218,2,216,52.678
SC,ROMELÂNDIA,82996,4127,1603,1821,1374,1474,265,218,100,118,55.266
SC,ZORTÉA,81825,3217,1255,1473,968,1053,174,218,85,133,58.314
SP,CANAS,62103,3962,1556,1774,1135,1187,242,218,52,166,59.912
SP,MENDONÇA,66915,5274,2068,2286,1475,1552,181,218,77,141,59.562
BA,LAGOA REAL,36765,10643,974,1191,6563,6963,273,217,400,-183,14.606
CE,CARIÚS,13650,15961,1668,1885,9694,9922,497,217,228,-11,15.965
GO,AMORINÓPOLIS,92177,3874,1371,1588,1240,1300,173,217,60,157,54.986
GO,PORTELÂNDIA,95575,3428,1075,1292,1085,1115,149,217,30,187,53.677
MG,BANDEIRA DO SUL,41050,5240,2111,2328,1554,1746,235,217,192,25,57.143
MG,LARANJAL,47597,5927,1996,2213,2179,2230,143,217,51,166,49.809
MG,RIO PRETO,51179,5427,1224,1441,2528,2646,230,217,118,99,35.258
PR,BRAGANEY,79839,4332,1736,1953,1577,1626,164,217,49,168,54.568
PR,DOUTOR ULYSSES,74942,5213,1452,1669,2113,2221,200,217,108,109,42.905
RN,CERRO CORÁ,16535,9742,1264,1481,5143,5402,336,217,259,-42,21.517
RS,CASEIROS,85880,3191,1285,1502,983,1009,167,217,26,191,59.817
SP,COLÔMBIA,63436,5801,1955,2172,1918,1981,226,217,63,154,52.3
SP,NARANDIBA,67458,4462,1430,1647,1786,1806,209,217,20,197,47.698
SP,SANTA MARIA DA SERRA,70416,4228,1828,2045,1110,1164,163,217,54,163,63.727
BA,SANTA CRUZ DA VITÓRIA,38571,4941,1011,1227,2005,1896,176,216,-109,325,39.289
CE,MILHÃ,15970,11336,1102,1318,7223,7535,463,216,312,-96,14.888
CE,MONSENHOR TABOSA,14737,14996,1666,1882,8699,9005,564,216,306,-90,17.287
MA,VITÓRIA DO MEARIM,9512,24747,4500,4716,12677,12856,557,216,179,37,26.838
MG,DOM SILVÉRIO,44539,4486,872,1088,2124,2311,201,216,187,29,32.009
MG,ROSÁRIO DA LIMEIRA,40622,5199,1264,1480,2300,2527,250,216,227,-11,36.935
MT,RIBEIRÃO CASCALHEIRA,90662,7632,3157,3373,1658,1667,191,216,9,207,66.925
PR,CORUMBATAÍ DO SUL,75280,3762,1090,1306,1358,1429,219,216,71,145,47.751
PR,ENÉAS MARQUES,75450,5493,1701,1917,2404,2487,222,216,83,133,43.529
PR,OURO VERDE DO OESTE,74063,5335,2274,2490,1420,1469,199,216,49,167,62.895
PR,SALGADO FILHO,78336,3593,1280,1496,1444,1452,141,216,8,208,50.746
RS,TRÊS ARROIOS,84743,2553,1185,1401,644,653,165,216,9,207,68.208
SP,MIRASSOLÂNDIA,67091,4134,1790,2006,1083,1130,193,216,47,169,63.967
SP,REDENÇÃO DA SERRA,69477,4305,1427,1643,1279,1414,260,216,135,81,53.746
GO,ITAGUARU,94072,5283,1778,1993,2226,2288,214,215,62,153,46.555
MG,CHAPADA GAÚCHA,41882,9580,1917,2132,4070,4179,237,215,109,106,33.782
MG,DIVISA NOVA,44474,5107,1596,1811,1901,1966,204,215,65,150,47.948
MG,SÃO PEDRO DOS FERROS,52795,6413,1034,1249,3146,3243,186,215,97,118,27.805
MG,TURVOLÂNDIA,53953,4951,1586,1801,1547,1671,241,215,124,91,51.872
RO,CHUPINGUAIA,809,7695,3137,3352,1683,1586,174,215,-97,312,67.882
RO,CUJUBIM,680,11162,5603,5818,1810,1729,259,215,-81,296,77.09
SC,WITMARSUM,83810,3493,1806,2021,774,788,147,215,14,201,71.947
SP,AMÉRICO DE CAMPOS,61352,4779,2266,2481,1365,1411,207,215,46,169,63.746
BA,NILO PEÇANHA,37532,10018,1491,1705,5160,5258,291,214,98,116,24.487
MA,ALTO ALEGRE DO MARANHÃO,7021,18109,2507,2721,10341,10671,371,214,330,-116,20.318
MG,GURINHATÃ,45810,5084,1620,1834,1683,1749,208,214,66,148,51.186
MG,TABULEIRO,53570,4011,1017,1231,1819,1973,181,214,154,60,38.421
MT,PORTO DOS GAÚCHOS,91359,4468,2049,2263,771,774,87,214,3,211,74.514
PB,UIRAÚNA,22390,13151,1607,1821,7562,7524,367,214,-38,252,19.486
PR,RIO BONITO DO IGUAÇU,74748,11115,2485,2699,6039,5869,293,214,-170,384,31.501
RN,JARDIM DE PIRANHAS,17094,11127,1267,1481,6980,7185,346,214,205,9,17.09
RS,MAÇAMBARÁ,88447,3981,1321,1535,1420,1404,230,214,-16,230,52.229
SP,TAIAÇU,71633,4513,1644,1858,1609,1660,198,214,51,163,52.814
BA,TAPIRAMUTÁ,39250,11332,1155,1368,6230,6262,226,213,32,181,17.929
GO,EDEALINA,92207,4167,1644,1857,1125,1208,139,213,83,130,60.587
MG,AÇUCENA,40096,8239,1856,2069,3124,3346,207,213,222,-9,38.209
PA,NOVA ESPERANÇA DO PIRIÁ,4480,15561,4689,4902,6643,6660,648,213,17,196,42.398
PR,LEÓPOLIS,76619,3506,1152,1365,1344,1357,148,213,13,200,50.147
PR,SÃO TOMÉ,78972,4818,2104,2317,1283,1327,223,213,44,169,63.584
RN,TAIPU,18759,10557,1499,1712,6286,6386,401,213,100,113,21.141
SP,SALES,69973,5360,2557,2770,1004,1069,169,213,65,148,72.154
GO,ARUANÃ,92495,7411,2205,2417,2241,2212,194,212,-29,241,52.214
GO,CALDAZINHA,93122,4299,1154,1366,1056,1166,238,212,110,102,53.949
PB,SERRA BRANCA,22110,10893,1943,2155,5629,5801,455,212,172,40,27.086
PI,JAICÓS,11037,14231,1402,1614,7744,8170,431,212,426,-214,16.496
PR,FLORAÍ,75531,4346,1959,2171,1452,1516,184,212,64,148,58.883
RS,ERVAL GRANDE,86410,4366,1388,1600,1819,1817,193,212,-2,214,46.825
RS,ILÓPOLIS,87076,3642,2019,2231,679,659,154,212,-20,232,77.197
RS,LAGOÃO,85260,4907,1029,1241,2392,2374,217,212,-18,230,34.329
SP,ECHAPORÃ,63959,5074,2248,2460,1377,1437,206,212,60,152,63.125
BA,TEOLÂNDIA,39314,11285,1669,1880,6489,6613,292,211,124,87,22.136
CE,CATARINA,13714,9976,912,1123,5308,5370,338,211,62,149,17.296
ES,APIACÁ,56090,6334,2145,2356,2208,2172,237,211,-36,247,52.032
GO,FLORES DE GOIÁS,93599,8556,2025,2236,2674,2683,223,211,9,202,45.456
MA,ARAME,9679,20892,4150,4361,11512,11517,311,211,5,206,27.466
MA,MARACAÇUMÉ,7889,15823,2963,3174,7106,7203,421,211,97,114,30.587
MG,CANAÃ,42331,4412,709,920,2416,2593,201,211,177,34,26.188
MT,ITAÚBA,98698,4354,1846,2057,918,928,121,211,10,201,68.911
PE,SERTÂNIA,25810,27510,2362,2573,15521,15461,481,211,-60,271,14.267
PI,SIMPLÍCIO MENDES,12157,10368,1030,1241,6451,6432,365,211,-19,230,16.174
PR,GUARACI,75795,4226,1928,2139,1245,1299,180,211,54,157,62.216
RS,DOM PEDRO DE ALCÂNTARA,88463,2650,1062,1273,748,759,230,211,11,200,62.648
RS,MATO CASTELHANO,87025,3027,1553,1764,590,552,131,211,-38,249,76.166
SP,GUAIMBÊ,64475,4492,1549,1760,1560,1601,237,211,41,170,52.365
BA,SÃO GABRIEL,39896,16499,1372,1582,10943,11051,316,210,108,102,12.523
MG,MAMONAS,40401,6154,1190,1400,3049,3161,217,210,112,98,30.695
MG,PAVÃO,49697,6337,1193,1403,2848,2956,126,210,108,102,32.186
MG,PIEDADE DO RIO GRANDE,50059,4086,991,1201,1612,1805,196,210,193,17,39.953
PA,CURRALINHO,4553,26004,3556,3766,13871,13465,790,210,-406,616,21.856
PA,SANTA MARIA DAS BARREIRAS,5991,13326,5338,5548,3467,3373,364,210,-94,304,62.19
RO,GOVERNADOR JORGE TEIXEIRA,612,7194,3415,3625,1543,1540,278,210,-3,213,70.184
